"Club";"Barra";"Titulo";"Letra"
"san lorenzo";"la gloriosa butteler";"somos los gauchos de boedo";"somos los gauchos de boedo  somos campeones  fumada está tu hinchada  y delira en el tablón  entonando esta canción!  soy de boedo soy de boedo soy de boedo yo soy  soy de boedo soy de boedo soy de boedo yo soy."
"san lorenzo";"la gloriosa butteler";"somos los matadores todos juntos podemos";"somos los matadores todos juntos podemos nosotros alentamos y ustedes pongan mas huevo  todos juntos podemos vamo vamo azulgrana vamo vamo a ganaaaar"
"san lorenzo";"la gloriosa butteler";"soy de boedo soy de un barrio muy descontrolado";"y no me importa en que cancha jugues adonde vayas yo te voy a alentar es la gloriosa la plaza butteler la que siempre juega de local soy de boedo soy de un barrio muy descontrolado a san lorenzo lo seguimos adonde vaya a jugar pasan los años y esta hinchada te sigue alentando como esta banda no existe otra igual"
"san lorenzo";"la gloriosa butteler";"soy de san lorenzo si senor que loco soy";"soy de san lorenzo si señor que loco soy con hinchada yo te quiero ver campeón vamos ciclón el nuevo gasometro ya esta vamos a ganar es cancha nueva otra vuelta quiero dar de frente y mal"
"san lorenzo";"la gloriosa butteler";"soy del barrio de boedo yo soy de san lorenzo";"soy del barrio de boedo yo soy de san lorenzo lo sigo de pendejo porque es un sentimiento esta banda que esta descontrolada no te deja de alentar vamos ciclón vamos a ganar la butteler te va a alentar vamos azulgrana te vengo a ver hoy no podés perder"
"san lorenzo";"la gloriosa butteler";"te aliento mas alla del resultado";"te sigo siempre voy a todos lados  te aliento más allá del resultado  cuervo te vinimo' a ver san lorenzo no podés perder... y dale y dale dale san lorenzo dale matador quiero ser campeón..."
"san lorenzo";"la gloriosa butteler";"te quiero asi que hinchada fina fumando porro y tomando cocaina";"llego la banda de huracan mirenlos que pocos son vienen en fiat 600 y en un ciclomotor la justicia los condena esto no se aguanta mas san lorenzo pierde un hijo y la patria potestad se fue a la b se fue al descenso ay por favor un minuto de silencio te quiero asi que hinchada fina fumando porro y tomando cocaina"
"san lorenzo";"la gloriosa butteler";"tus calles mis venas son el barrio mi corazon";"avenida la plata 1700 ahí nació este amor ahí nació san lorenzo ahí vamos a volver a levantar la cancha otra vez las casas muñiz inclán josé mármol salcedo encierran este sueño del gasómetro nuevo tus calles mis venas son el barrio mi corazón."
"san lorenzo";"la gloriosa butteler";"una gitana hermosa tiro las cartas";"una gitana hermosa tiró las cartas me dijo que san lorenzo va a ser campeón ya lo corrimo' al globo y no pasó nada vamo' a correr a boca que es un cagón me lo digo una gitana me lo dijo con fervor o largas la marihuana o te vas para el cajón me lo dijo una gitana y no le quise creer  yo le sigo dando al vino a los fasos y al papel"
"san lorenzo";"la gloriosa butteler";"va a volver va a volver san lorenzo va a volver";"a ver si me escuchan a ver si me entienden la vuelta a boedo la banca la gente.  pedimo' al gobierno que nos restituya lo que nos robaron en la dictadura.  va a volver va a volver san lorenzo va a volver va a volver va a volver san lorenzo va a volver."
"san lorenzo";"la gloriosa butteler";"vamo azulgrana que tenemos que ganar";"esta hinchada no te deja de alentar vamo azulgrana que tenemos que ganar"
"san lorenzo";"la gloriosa butteler";"vamo azulgrana te vengo a ver";"soy del barrio de boedo yo soy de san lorenzo lo sigo de pendejo porque es un sentimiento esta banda que esta descontrolada no te deja de alentar vamos ciclón vamo a ganar la butteler te va a alentar vamo azulgrana te vengo a ver hoy no podes perder. soy del barrio de boedo..."
"san lorenzo";"la gloriosa butteler";"vamos san lorenzo te voy a alentar la vida entera";"san lorenzo sos mi única razón vos sos la locura de mi corazón san lorenzo sentimiento de verdad que nunca nadie lo comprenderá  porque te sigo en las buenas y las malas porque llevo la pasión azulgrana siempre voy a estar nunca te voy a dejaaar  vamos san lorenzo te voy a alentar la vida entera y desde el cielo te voy a seguir cuando me muera nunca me voy a separar de vos porque te quiero y te juro que no voy a parar hasta volver a boedo  hay que dejar la vida y el corazón hay que poner huevo para ser campeón dale matador que hoy tenemos que ganar."
"san lorenzo";"la gloriosa butteler";"vamos san lorenzo ciclon ponga huevo";"vamos san lorenzo ciclon ponga huevo quiero ser campeon soy de boedo voy a todos lados voy descontrolado san lorenzo yo a vos te amo que paso con esos putos de la quema los 100 los pasaron en la pena  che quemero a mi tu hinchada me da pena  te corrimos en el bajo y en la quema "
"san lorenzo";"la gloriosa butteler";"vamos vamos azulgrana vamos a ganar";"voy a dejarlo todo para ver al ciclon yo pienso que esta tarde/noche vamos a festejar que nos fuimos a la b que volvimos a la a vamos vamos azulgrana vamos a ganar vamos vamos azulgrana vamos azulgrana vamos vamos azulgrana vamos a ganar"
"san lorenzo";"la gloriosa butteler";"vengo del barrio de boedo";"vengo del barrio de boedo barrio de murga y carnaval te juro que en los malos momentos  siempre te voy a acompañar...  dale dale matador dale dale matador dale dale dale dale matador."
"san lorenzo";"la gloriosa butteler";"voy a dejarlo todo para ver al ciclon";"voy a dejarlo todo para ver al ciclón yo pienso que esta (noche/tarde) vamos a festejar  porque nos fuimo' a la ""b"" porque volvimo' a la ""a"" vamo' vamo' azulgrana vamo' a ganar  vamo vamo azulgrana vamo azulgrana  vamo vamo azulgrana vamo a ganar."
"san lorenzo";"la gloriosa butteler";"y dale alegria a mi corazon";"y dale alegria alegria a mi corazon la vuelta para boedo es mi obsecion tener una cancha como la del tablon y en av. la plata salir campeon vamos a volver al barrio que a san lorenzo lo vio nacer"
"san lorenzo";"la gloriosa butteler";"y dale dale matador a todas partes voy con vos";"y dale dale matador a todas partes voy con vos  ganes o pierdas! yo siempre te voy a seguir dejando el alma en el tablon! ganes o pierdas! volver a boedo esa es mi ilusion! quiero la vuelta quiero verte campeón! el sentimiento que hay en mi no te lo puedo explicar  es algo que se lleva adentro! a donde vallas matador contigo siempre voy a estar con los colores de este amor! vamos ciclon vamo' a ganar y laq gloriosa va' festejar por la azulgrana voy a morir  sin el ciclon no se vivir..!! "
"san lorenzo";"la gloriosa butteler";"y dale san lorenzo";"san lorenzo... y dale san lorenzo... y dale san lorenzo... y dale san lorenzo..."
"san lorenzo";"la gloriosa butteler";"y dale dale matador dale matador";"y dale dale matador dale matador que la gloriosa esta de fiesta ya llego vino alentarte sin parar esta re loca por la vuelta quiere festejar por eso les pedimos que pongan mas huevos así este campeonato se queda en boedo con esta camiseta hay que ir para adelante nosotros en la tribuna vamo a acompañarte"
"san lorenzo";"la gloriosa butteler";"y que delire boedo";"y dale y dale dale san lorenzo eterno es este sentimiento que llevo en el corazón que llevo bien adentro desde pendejo aunque ganes o pierdas yo te sigo donde estés ciclon yo voy a estar contigo para ser campeón de nuevo ponga huevo que hoy hay que ganar para salir primero y que delire boedo"
"san lorenzo";"la gloriosa butteler";"ya hicimos 2 canchas vamo a hacer 3";"san lorenzo vos sabes que siempre yo te voy a ver porque de pendejo vos sos mi vida un solo sueño te pedi y muero por jugar ahi ya no existe nada que me lo impida vamo a volver vamo a volver al barrio que san lorenzo lo vio nacer ya van a ver ya van a ver... ya hicimos 2 canchas vamo' a hacer 3..."
"san lorenzo";"la gloriosa butteler";"yo a vos te sigo en las buenas y las malas";"san lorenzo te vinimos a ver porque tenemos aguante no somos como los p*tos de huracán que son todos vigilantes. yo a vos te sigo en las buenas y las malas yo a vos te sigo adonde quiera que vayas por eso vengo del barrio de boedo a alentarte azulgrana."
"san lorenzo";"la gloriosa butteler";"yo era cuervo desde que estaba en la cuna";"yo era cuervo... desde que... estaba en la cuna  a san lorenzo... cada vez... lo quiero mas  de la mano... de la hinchada... este año  el campeonato... de boedo... no se va."
"san lorenzo";"la gloriosa butteler";"yo soy de san lorenzo y no puedo parar";"yo soy de san lorenzo y no puedo parar  boedo es una joda y es un carnaval  me enfermo de locura con esta pasión  me curo los domingos cuando estoy con vos y ponga huevo’ azulgrana  esta hinchada siempre va a todos lados siguiendo al ciclón  en las buenas y en las malas  no te falla no deja de alentarte y quiere ser campeón."
"san lorenzo";"la gloriosa butteler";"yo te aliento con el corazon";"soy de san lorenzo esa es mi alegría solo una razón yo tengo en esta vida donde juegues voy a estar con vos nadie se imagina este sentimiento que llevo en la sangre que lo llevo adentro yo te aliento con el corazón matador matador cuervo te queremos ver campeón huracán  sos cagon globo la puta que te pario....."
"newells old boys";"la hinchada mas popular";"al intendente y a la capital";"al intendente y a la capital... a todos los tenemos que matar ramiro nieto vos sos un boton... te vamos a quemar ese camion los pibes tienen que pintar y nadie lo van ha parar... es el glorioso newell's old boys aliento si... parlante no"
"newells old boys";"la hinchada mas popular";"aliento si parlante no";"esta hinchada está re loca con el vino y la falopa esta loca pasiòn la llevo en el corazòn. en las buenas y en las malas a mi no me importa nada. yo te vengo a alentar la hinchada más popular. este campeonato nos volvemos a ver  vamos que el domingo no podemos perder. vos sos sin aliento naciste hijo nuestro vos sos un cagòn aliento si parlante no."
"newells old boys";"la hinchada mas popular";"dejando cualquier cosa de lado para verte a vos";"leproso yo te sigo alentando como toda la vida dejando cualquier cosa de lado para verte a vos no hay dudas ya quedó demostrado por la historia y la gente que somos el equipo más grande de todo el interior."
"newells old boys";"la hinchada mas popular";"dejen la vida en la cancha yo la dejo en la tribuna";"quiero ver toda la gente alentando al rojo y negro  quiero ver los jugadores poniendo todos los huevos  newells vos sos mi pasión newells vos sos mi locura  dejen la vida en la cancha yo la dejo en la tribuna  dale dale newells  dale newells  dale dale newells  dale dale newells"
"newells old boys";"la hinchada mas popular";"el vino y la droga me vuelan la mente";"el vino y la droga me vuelan la mente yo vengo a alentarte con toda esta gente ganes o pierdas no me interesa te sigo re loco siempre de la cabeza lo vamo a matar a todos los milicos lo vamo a matar a los putos de arroyito la lepra lo corre al parlante cagón lo corre a racing también al ciclón la lepra te sigue adonde jugués parlante boludo te fuiste a la b...."
"newells old boys";"la hinchada mas popular";"en el parque independencia hay una banda";"en el parque independencia hay una banda que lo sigue al rojinegro a donde va que lo sigue y no le importa en que cancha no le importa si perdes o si ganas leproso soy yo te sigo con la droga y el alcohol newell´s old boys esta hinchada se merece ser campeón"
"newells old boys";"la hinchada mas popular";"las cosas que hice por vos no las hice por nadie";"vos sos mi única pasión no puede compararce   las cosas que yo hice por vos no las hice por nadie   te sigo siempre desde pendejo y no me importa nada   en las buenas y en las malas yo te aliento hasta el final dale nob dale nob dale nob dale nob..."
"newells old boys";"la hinchada mas popular";"leproso yo te sigo alentando como toda la vida";"leproso yo te sigo alentando como toda la vida dejando cualquier cosa de lado para verte a vos no hay dudas ya quedó demostrado por la historia y la gente que somos el equipo más grande de todo el interior. tuviste que poner los parlantes porque sos sinaliento abandonaste tu sede corriendo por todo el centro jugaste tres promociones y no pudiste aguantar porque el fantasma te vino a buscar y vos te fuiste a la b de local... todas esas cosas no se van a olvidar todas tus generaciones vieron el nacional."
